ID,Yoruba,English
ID_OhABOgpj,"Ó kéré tán, èèyàn méjìdínláàádọ́ta (48) ló kú látàrí iná runlérùnnà tó jó lẹ́ẹ̀mẹta ní ìpínlẹ̀ California lrílẹ̀-èdè Amẹ́ríkà, ọ̀pọ̀lọpọ̀ nǹkan ló sì bà jẹ́.","Three major wildfires in California, United States, have caused catastrophic damage and at least 48 deaths."
ID_OhQhGnRb,Ààrẹ náà tún fi àwọn ẹ̀tọ́ tí wọ́n ní dù wọ́n.,The president also stripped them of basic civil rights.
ID_OhUCVeDn,Àwọn alàgbà ń tu àwọn ará nínú torí ìṣẹ̀lẹ̀ láabi tó ṣẹlẹ̀ sáwọn arákùnrin wa wọ̀nyìí.,The elders are comforting the local congregation as they mourn this tragedy.
ID_OhXPEBhK,"Ẹyẹlé ní òun ò lè bá olúwa òun jẹ, kí òun bá a mu, kí ó di ọjọ́ ikúu rẹ̀ kí òun yẹrí.","The pigeon says it cannot share its owner's food and drink, and then, when the day of his death arrives, duck its head."
ID_OhfcBJmH,"Yàtọ̀ síyẹn, àwọn ará tún ilé àwọn arákùnrin àtàwọn arábìnrin wọn ṣe, títí kan ilé àwọn aládùúgbò tí kì í ṣe Ẹlẹ́rìí Jèhófà.",They also helped to clean and remove mud from the homes of both our brothers and their non-Witness neighbors.
ID_OhllbZwP,Balógun ikọ̀ Super Eagles John Mikel Obi ti fi ẹ̀mí ìmoore hàn sí àwọn ọlọ́pàá ilẹ̀ Nàìjííríà fún dídóòlà bàbá rẹ̀ nínú ìgbèkùn.,Super Eagles captain John Mikel Obi has expressed appreciation to the Nigerian police for rescuing his father from captivity.
ID_OiEirJhC,"Amẹ́ríkà, Canada àti Mexico yóò ṣagbátẹrù ìdíje àgbááyé ló̩dún 2026, lẹ́yìn tí wọ́n jáwé olú́borí pè̩lú ò̩kándínláàdó̩rin ibò láàrin wo̩n sí orílẹ̀-èdè Morocco tí òun náà ń gbèrò láti ṣagbátẹrù ìdíje ọ̀hún, èyí tíkò̩ máa di méjìdínláàdo̩ta fúngbà àkó̩kó̩.","The 2026 World Cup will be held in the United States, Canada and Mexico after they beat Morocco by a margin of 69 votes to host the tournament which will be expanded to 48 teams for the first time."
ID_OiGYhzIu,Bash ni kí gbogbo Aṣíwájú ẹ̀sìn ó máa gbádùrá fún Ààrẹ Buhari àti Gómìnà Sanwo-Olu ti ìpìnlẹ̀ èkó.,"Mr. Bash sought for prayers for the success of all the leaders in the country especially President Muhammadu Buhari and the Lagos State Governor, Mr. Babajide Sanwo-Olu."
ID_OiMlLmgb,"Agbẹnusọ fún Àwa Ẹlẹ́rìí Jèhófà: David A. Semonian, Ọ́fíìsì Agbéròyìnjáde, +1-845-524-300","Media Contact: David A. Semonian, Office of Public Information, +1-845-524-3000"
ID_OiQMbmnv,"Yàtọ̀ síyẹn, ìjì líle náà ba ilé tí arákùnrin wa kan ti ń tajà jẹ́ gan-an.","Additionally, the storms caused major damage to a brother’s business property."
ID_OiVdXcDR,"Lóòótọ́, ìjì náà ti jà tán, síbẹ̀ àwọn ibì kan ò tíì ṣeé dé torí omi tó bo gbogbo ibẹ̀.","Though conditions are improving, some areas are still not accessible due to high floodwaters."
ID_OiZlgdut,"Ọ̀pọ̀ àwọn olókìkí èèyàn la ti bá ṣiṣẹ́ nílé iṣẹ́ wa, títí kan àwọn òṣìṣẹ́ ìjọba, a sì ti ṣètò ìkórajọ káàkiri orílẹ̀-èdè yìí àti láwọn orílẹ̀-èdè tó wà ní Yúróòpù.",Our company has had the privilege of supporting many prestigious and government events that were organized on a national and European level.
ID_OiePUIzK,Nǹkankan ò dẹ̀ ṣe mí,I feel okay
ID_OjHCmTYP,"Ọ̀dọ́ ni Arákùnrin Mikhaylov nígbà tó bẹ̀rẹ̀ sí kẹ́kọ̀ọ́ Bíbélì, ó sì ṣèrìbọmi nígbà tó pé ọmọ ọdún mẹ́rìndínlógún (16) lọ́dún 1993.","Brother Mikhaylov began studying the Bible as a teenager and was baptized in 1993, when he was 16 years old."
ID_OjRVaHYM,"Ajọ JAMB  ní  àwọn òsìsẹ́  tí àwọn yàn náà yóò lọ káàkiri gbogbo  orílẹ̀ èdè Nàíjíríà láti se àyẹ̀wò náà , ní èyí tí yóò se leè rọ àwọn akẹ́kọ̀ọ́ to fẹ  ṣe ìdánwò si ilé-ẹ̀kọ́ gíga, Unified Tertiary Matriculation Examination, ti ọdun 2020 náà lọ́rùn.","The board said the members of staff were deployed across Nigeria to for trial registration, following its determination to have a seamless registration exercise for candidates desirous of sitting for the 2020 Unified Tertiary Matriculation Examination."
ID_OjTWmjIS,"Wọ́n ní, “Àparò aṣọ ẹẹ́ ṣe pọ́n báyìí?” Ó ní ìgbà wo laṣọ òun ò níí pọ́n? Kóun tó kọ igba láàárọ̀, kóun tó họ ilẹ̀ kùrẹ̀-kùrẹ̀ lábùsùndájí. Ìgbà wo lòun ó ràáàyè fọṣọ?","People asked the partridge, “Why is your clothing so dirty?” He responded, “Why would my clothing not be dirty? Given the time it takes me to make a hundred heaps in the morning, and the time I need to scratch the ground at dawn, what time is left for me to wash my clothes?”"
ID_OjrskxGz,"Ọkàn wa wà lọ́dọ̀ gbogbo àwọn tí ìṣẹ̀lẹ̀ yìí kàn, a sì ń gbàdúrà fún wọn.",Our thoughts and prayers are with all those affected by this devastating monsoon.
ID_OkNxMPtK,Teymur Akhmedov Lo 441 Ọjọ́ Lẹ́wọ̀n​—A Fọ̀rọ̀ Wá Òun àti Mafiza Ìyàwó Rẹ̀ Lẹ́nu Wò,441 Days of Imprisonment​—An Interview With Teymur and Mafiza Akhmedov
ID_OkWgJqDM,Ó ní ohun tí ìbòsí ràn nínú ìjà.,Raising an alarm or calling for help goes only so far to aid someone in a fight.
ID_OkoIAwBP,Dúró! Ṣé ẹ̀ ń gbìyànjú láti sọ pé ẹ kò mọ̀ nípa rẹ̀?,Wait! Are you telling me you are not familiar with it?
ID_OlPqowmQ,"“Mo ní ìgbé̩kè̩lé pè̩lú àwo̩n as̩ó̩lé wa, bí ó tilè̩ jé̩ pé mo gbó̩ ìkùnsínú òun awuyewuye ló̩dò̩ àwo̩n onífèé bó̩ò̩lù pé ikò̩ wa ní ìs̩òro pè̩lú àwo̩n as̩ó̩lé”, Rohr ló sò̩yí.","“I trust our goalkeeper, I hear here and then that we have goalkeepers problem but no we don’t have goalkeeper problems”, Rohr said."
ID_OlZQpWvR,"Ní August 16, 2019, àwa Ẹlẹ́rìí Jèhófà mú Ìwé Mímọ́ Kristian Lédè Griki ní Ìtumọ̀ Ayé Titun jáde lédè Kwanyama níbi àpéjọ agbègbè tó wáyé ní Ondangwa, lórílẹ̀-èdè Namibia.","Jehovah’s Witnesses released the New World Translation of the Christian Greek Scriptures in Kwanyama at a regional convention in Ondangwa, Namibia, on August 16, 2019."
ID_OlfYEuQD,Gbogbo ìgbà là ń gbàdúrà fún àwọn arákùnrin àti arábìnrin wa tó fara gbá nínú àwọn ìmìtìtì ilẹ̀ tó ṣẹlẹ̀ láìpẹ́ yìí.,We pray for our brothers and sisters affected by the recent earthquakes.
ID_OlkjzzMv,"Mo kẹ́kọ̀ọ́ jáde nílé-ẹ̀kọ́ ní bíi odún kan àbọ̀ sẹ́yìn, k’á sì sọ òtítọ́, mo sì ń padà bọ̀ sípò látàrí ìgbésẹ̀ ìgbaniwọlé tí mo ní láti là kọjá láti débí.","I graduated from college about a year and a half ago, and to be quite honest, I'm still recovering from the recruiting process I had to go through to get here."
ID_OmVFxzIq,Magu ní kìí se pé àwọn dá ọfíísì àjọ EFCC sílẹ̀ ní Ìlọrin láti máa mú àwọn aláìsẹ̀.,"Magu, said the “Ilorin Zonal Office was not established to witch-hunt anyone,"
ID_OmkcRUYZ,Ìdènà sí ìforúkọsílẹ̀ àti Ìlò,Barriers to registration and use
ID_OmkpZpTA,"Nǹkan bí akéde ọgọ́rùn-ún mẹ́rin ó lé ogún (420) tó ń gbé nílùú Oxnard, Simi Valley àti Thousand Oaks ló ti kúrò nílùú nítorí àwọn iná tó jó yìí.","As a result of the Hill and Woolsey fires, some 420 publishers from the cities of Oxnard, Simi Valley, and Thousand Oaks were evacuated."
ID_OmpYFutV,Alára ní ńgbáraá ga; bádíẹ́ bá máa wọ̀ọ̀dẹ̀ a bẹ̀rẹ̀.,It is the owner of the body that elevates the body; when a chicken wishes to enter the porch it stoops.
ID_OmpcJenz,"Ayẹyẹ láti bẹ̀ẹ̀rẹ̀ ìdíje XXI Commonwealth Games náà yóò wáyé láago méje ọjọ́rùú, ní pápá ìṣeré Carrara ní Gold Coast, Australia.",The opening ceremony of the XXI Commonwealth Games holds on Wednesday at the Carrara Stadium in Gold Coast from 7 p.m.
ID_OnKNCMMx,"Ìṣàmúlò yìí fi àyè gbà ọ́ láti ṣe àbójútó ohun èlò, awon èròjà iṣẹ́ , àti awon ìṣàmúlò olùṣàmúlò tó ń bẹ lórí ẹ̀rọ yí","This account allows you to manage the facility, resources, and user accounts on this device"
ID_OnMBIlba,Kí ni o fẹ́ ṣe?,What are you going to do?
ID_OnTsLBRW,"Irin wúwo jẹ́ gbòógì ohun-èlò nílé iṣẹ́ ńláńlá,","Heavy metals are chemical elements used by the industry,"
ID_OnuMBAjU,Nínú ọ̀rọ̀ ti Ọ̀gá Àgbà fún gbogbo ẹ̀ka Abílekọ Nkiruka Okiche lòun ti ka ìlànà òfin iléìwé ọhún sí ẹtíìgbọ́ wọn.,"Also speaking, representative of NBA Registrar, who is also head of administration, Mrs. Nkiruka Okiche, highlighted some of the rules and regulations and advised them to adhere strictly to them"
ID_OoLOuUMK,Eku tí yó pa ológìnní ò níí dúró láyé.,The mouse that attempts to kill a cat will not live long on this earth.
ID_OoMxkOVq,"Ọ̀kan lára àwọn atúmọ̀ èdè Afrikaans fi kún un pé: “Ní báyìí, ó ti ṣeé ṣe láti ka Bíbélì kó sì yé ẹ yékéyéké.”",An Afrikaans translator added: “Now you can just read the scripture and the Bible explains itself.”
ID_OobejeBm,"Arákùnrin Suvorkov sọ ohun tó ṣẹlẹ̀ nígbà tí wọ́n wá tú ilé rẹ̀, ó ní: “Wọ́n kó púpọ̀ nínú àwọn ohun ìní wa.","Thinking back to when his home was searched, Brother Suvorkov states: “Many of our valuable items were confiscated."
ID_OodltehT,"Ó tún mú kí n ṣe àwọn ìyípadà tó lágbára nínú ayé mi, kí n sì nírètí.”",They also motivated me to make big changes in my life and maintain hope.”
ID_OolWYxfb,"Ní April 20, 1933, nínú ètò kan tí wọ́n ṣe lórí rédíò láti ṣayẹyẹ ọjọ́ ìbí Hitler, àlùfáà ṣọ́ọ̀ṣì Lutheran kan tó ń jẹ́ Otto sọ pé: “Ṣọ́ọ̀ṣì Lutheran ti ìpínlẹ̀ Saxony ti ronú gan-an nípa ìjọba tuntun tó gorí àlééfà yìí, a sì ti pinnu pé a máa fọwọ́ sowọ́ pọ̀ pẹ̀lú ìjọba tuntun yìí láti mú kí orílẹ̀-èdè wa di alágbára, kí ẹ̀sìn Kristẹni sì gbèrú.","On April 20, 1933, in a radio broadcast honoring Hitler’s birthday, Lutheran minister Otto said: “The German Lutheran Church of the State of Saxony has consciously come to terms with the new situation and will attempt in closest cooperation with the political leaders of our people once again to make available to the entire nation the strength of the ancient gospel of Jesus Christ."
ID_OolxYMoy,Àmọ́ ilé ẹjọ́ náà fara mọ́ àbá táwọn agbẹjọ́rò Dennis mú wá pé kí wọ́n jẹ́ kí gbogbo àwọn tó wá fún ìgbẹ́jọ́ náà lọ sí yàrá míì tó lè gba nǹkan bí ọgọ́rin (80) èèyàn.,"However, the court granted a motion by Dennis’ attorneys to move the hearing into a larger room that could hold close to 80 people."
ID_OowRDofu,Ṣùgbọ́n ó máa ń kó bá ìmọ̀lára èèyàn àti bí èèyàn ṣe máa ń ṣètò àkíyèsí,It does however affect a person's ability to regulate attentions and emotions
ID_OpEWBZlM,"Bó tiẹ̀ jẹ́ pé èdè Sípáníìṣì làwọn èèyàn ń sọ lórílẹ̀-èdè Paraguay, àmọ́ ó kéré tán, èèyàn mẹ́sàn-án nínú mẹ́wàá ló ń sọ èdè Guarani tó jẹ́ èdè ìbílẹ̀ ibẹ̀.","Although Spanish is widely spoken throughout Paraguay, an estimated 90 percent of the population also speaks Guarani, an indigenous language."
ID_OpIwLhmA,"Ní báyìí, àtúnṣe ń lọ lọ́wọ́ lórí Gbọ̀ngàn Ìjọba kan.",An additional Kingdom Hall is in the process of being repaired.
ID_OpRsiuVr,"Bó ti wù kí ilé ẹjọ́ yìí fìyà jẹ mí tó, kódà tí wọ́n bá dájọ́ ikú fún mi, mi ò ni fi Jèhófà, Ọlọ́run Olódùmarè àti Ẹlẹ́dàá ayé àtọ̀run sílẹ̀ láé.”","And regardless of how I might be pressured or punished, even if I were sentenced to death, I declare that not even then would I abandon the almighty Creator of the universe, Jehovah God.”"
ID_OpbfDrPq,A kì í ka igún mọ́ ẹran jíjẹ.,One does not list vultures among edible meats.
ID_OpbkfJfD,Forúkọsílẹ̀wọlé tàbí ṣẹ̀dá àkáǹtì láti ṣàfipamọ́ ààmì ayò tí o gbà,Sign in or create an account to save points you earn
ID_OqEtazdN,"Ó dá wa lójú pé Jèhófà ó ní yé fi hàn pé òun ń fiyè sí gbogbo àdúrà wa, bó ṣe ń fún àwọn ará wa olóòótọ́ lókun ní Rọ́ṣíà.—Sáàmù 10:17.""","We are confident that Jehovah will continue to demonstrate that he is paying close attention to our prayers as he strengthens our faithful brothers and sisters in Russia.—Psalm 10:17."""
ID_OqKFRIMK,“Ọ̀pọ̀ ọdún ni mo fi tọ́jú àwọn aláìsàn tó jẹ́ Ẹlẹ́rìí Jèhófà.,“For years Jehovah’s Witness patients have been a part of my professional experience.
ID_OqyaBMMf,"Adìẹ́ ń jẹkà, ó ń mumi, ó ń gbé òkúta pẹ́-pẹ̀-pẹ́ mì, ó ní òun ò léyín; ìdérègbè tó léyín ń gbé irin mì bí?","The chicken eats corn, drinks water, even swallows small pebbles, and yet complains that it lacks teeth; does the goat that has teeth swallow steel?"
ID_OrBfylga,"Nígbà gbogbo tí ẹ bá lọ síbẹ̀, ẹ mọ̀ pé tí ẹ bá nílò ìtójú tí ó ṣe pàtàkì -- èyíkéyìí ìtọ́jú tí ó nílò ìdáhùn sí pàtàkì -- tí ẹ bá ní ìjàmbá – tó ṣe wí pé wọ́n pọ̀, ìjàmbá wà níbi gbogbo -- níbo ni wọ́n máa ń lọ?","Every time you go there, you know that if you actually need critical care -- critical care of any sort -- if you have an accident -- of which there are many, there are accidents everywhere -- where do they go?"
ID_OrbSDmze,"Adarí ẹgbẹ́ arọ́pò náà sọ̀rọ̀ pé ""Ká ní wọ́n gbọ́ ohùn-un wa ni, tí a sì wà níbẹ̀, bóyá ìgbésẹ̀ àti àkóónú náà ò bá má nira tó èyí. Kò sí ìrònú gẹ́gẹ́ bíi onínǹkan"".","The leader of this group stated, ""If our voices were heard and we were seated at the table, maybe the content and the process won’t be so faulty. There’s no sense of ownership""."
ID_OrfTfsLY,"Alára ò lè wí pé kò dun òun, ká ní ó kú àìsùn, ó kú àìwo.","The owner of the body does not say that he is in no pain, while we insist on commiserating with him for his sleeplessness and his restlessness."
ID_OrjeAXXB,Mr Mitsotakis tófi ẹ̀yìn akegbẹ́ jọnlẹ̀ pẹ̀lú àbájáde egbelemùkú ìbò.,Mr. Mitsotakis emerged the winner of the election with several votes.
ID_OrvEhHtS,Mo rọ àwọn olólùfẹ́ wa láti túbọ̀ dúró ṣinṣin pẹ̀lú ikọ̀ yìí láti pàri sí ibi tí ó lápẹrẹ lórí tábìlì ní sáà yìí.,“I urge our fans to stand behind the team to finish on a high.
ID_OsbfSurN,"Ó kéré jù, ó yẹ kí iṣẹ́-àìrídìmú tàbí iṣẹ́-àrídìmú ó ní àlàyé lẹ́kùnúnrẹ́rẹ́ nípa ìṣiṣẹ́ẹ rẹ̀ fún àtúnyẹ̀wò àwọn onímọ̀.","At the very least, software or hardware should have a detailed technical explanation of how it functions for other experts to inspect."
ID_OsjcRxAG,"Àpéjọ Àgbáyé “Ìfẹ́ Kì Í Yẹ̀ Láé”! Tá A Ṣe ní 2019—Miami, Orílẹ̀-èdè Amẹ́ríkà (Èdè Spanish)","Miami, United States (Spanish)—2019 “Love Never Fails”! International Convention"
ID_OssuZqMh,Asòfin Lawan tún ní ilé ìgbìmọ̀ asòfin yóò túbọ̀ máa fọwọ́sowọ́pọ̀ pẹ̀lú ìjọba àpapọ̀ kí ìbásepọ̀ wọn tún leè gún régé fún ànfààní gbogbo ọmọ orílẹ̀ èdè Nàíjíríà.,Senator Lawan said the National Assembly will endeavour to sustain the harmonious working relationship with other arms of government for the smooth administration of the country and benefit of the people.
ID_OtAYcphP,Abẹ́rẹ́ ò ṣéé gúnyán.,A needle cannot be used to make pounded yams.
ID_OtAqnzgD,A kì í fi ohun-olóhun tọrẹ bí kò ṣe tẹni.,One does not make a gift of someone else's property when it is not one's own.
ID_OtFbCAte,"Àwọn ọlọ́pàá tú ilé wọn yẹ́bẹ́yẹ́bẹ́ ní gbogbo òru, wọ́n sì kó àwọn fọ́tò wọn, àwọn ẹ̀rọ ìgbàlódé àti oríṣiríṣi Bíbélì.","Officers searched their apartment all night—seizing photographs, electronic devices, and a collection of Bibles."
ID_OtHacndJ,"Ohun tó ní òun óò ṣeni lẹ́rú, tó wá ṣeni níwọ̀fà, ká gbà á.","If whatever promised to make one a slave only makes one a pawn, one should accept one's fate."
ID_OtQuGcFT,"Ibi Tí A Ti Ṣe É: Exhibition Place, Toronto, Ontario, Canada","Location: Exhibition Place, Toronto, Ontario, Canada"
ID_OtiBzKFJ,"Bí ọkùnrin tó ń da ewúrẹ́ náà ṣe rí i pé àwọn Ẹlẹ́rìí Jèhófà lòun ń bá sọ̀rọ̀, kíá ló yọ ìwé Bíbélì Fi Kọ́ni jáde nínú àpò rẹ̀, ó sọ pé ìgbà táwọn Ẹlẹ́rìí wá wàásù láti Ítálì ní ọdún mẹ́wàá sẹ́yìn ni wọ́n fún òun ní ìwé náà.",He explained that he had received the book when Witnesses from Italy visited him during a special preaching campaign ten years prior.
ID_OtppNdku,"Wọ́n tún rí àwọn nǹkan tó jẹ́ kí wọ́n mọ̀ nípa ohun tá à ń gbé ṣe lóde òní, irú bíi Bíbélì Mímọ́ ti Ìtumọ̀ Ayé Tuntun tá a mú jáde lédè Kazakh lọ́dún 2014.","Displays also highlighted more modern achievements, such as the release of the New World Translation of the Holy Scriptures in Kazakh in 2014."
ID_OtqBGrbL,"Ìgbìmọ̀ Olùdarí àwọn Ẹlẹ́rìí Jèhófà ló ń bójú tó ètò ìrànwọ́ nígbà àjálù láti oríléeṣẹ́ wọn, ọrẹ táwọn èèyàn fi ṣètìlẹ́yìn fún iṣẹ́ kárí ayé ni wọ́n sì ń lò.","The Governing Body of Jehovah’s Witnesses coordinates disaster relief efforts from their world headquarters, using funds donated to the Witnesses’ global ministry work."
ID_OtqMYFIg,Ọ̀bún ríkú ọkọ tìrànmọ́; ó ní ọjọ́ tí ọkọ òún ti kú òun ò fi omi kan ara.,The filthy person takes advantage of her husband's death for blame; she says since her husband died she has not violated her person with water.
